Fy17,Fy18,Fy19,Fy20,Fy21,Name,Name (largecap alpha.csv),Sub-Sector,Ticker,Ticker (largecap alpha.csv),5y Cagr,Alpha,Beta,Close Price,Market Cap,No. of Shareholders,PE Ratio,Pledged Promoter Holdings,Promoter Holding Change – 3M,Total Revenue
,,,,,Maruti Infrastructure Ltd,Maruti Infrastructure Ltd,,MAINFRA,MAINFRA,8.676940149,20.34140369,0.841292249,42.75,53.4375,1733,75.26408451,3.96,0,33.09
,,,,,Aruna Hotels Ltd,Aruna Hotels Ltd,,ARUNAHTEL,ARUNAHTEL,,29.69297896,1.213577035,15.67,53.1213,24029,-5.275203575,0,0,0.33
,,,,,Kwality Ltd,Kwality Ltd,FMCG - Foods,KWALITY,KWALITY,-56.48482708,-83.06266097,2.466210476,2.2,53.09796404,102701,-0.037920346,24.01240844,0,120.86
,,,,,Univastu India Ltd,Univastu India Ltd,Construction & Engineering,UNIVASTU,UNIVASTU,,14.76881744,0.339755125,46.65,53.015859,714,5.534014509,0,0,51.63
,,,,,Dr Habeebullah Life Sciences Ltd,Dr Habeebullah Life Sciences Ltd,,DRHABEEB,DRHABEEB,34.64396771,,0.52293765,35.8,53.01516748,638,-67.96816344,0,0,0.16
,,,,,Mercator Ltd,Mercator Ltd,Logistics,MERCATOR,MERCATOR,-48.67807883,-41.98818069,0.861711923,1.75,52.93038363,87701,-0.159347273,3.917882052,-3.881115456,412.59
,,,,,Western India Plywoods Ltd,Western India Plywoods Ltd,Wood Products,WIPL,WIPL,,-1.483551677,0.648881045,62.25,52.8336915,1536,-195.6803389,4.120961338,0.0324012,85.32
,,,,,Ador Multi Products Ltd,Ador Multi Products Ltd,,ADORMUL,ADORMUL,,60.8996746,0.275532522,113,52.8120529,3959,35.20803527,0,0.054518615,23.61
,,,,,Parin Furniture Ltd,Parin Furniture Ltd,Home Furnishing,PARIN,PARIN,,,,47.5,52.8105,114,11.38157328,0,0,84.46
,,,,,Rajkumar Forge Ltd,Rajkumar Forge Ltd,,RJKMRFR,RJKMRFR,8.29052557,8.723745047,1.000974222,48.25,52.782605,6625,14.74374441,0,0,40.62
,,,,,Calcom Vision Ltd,Calcom Vision Ltd,,CALCOM,CALCOM,80.45918724,49.97802114,1.693977894,49.95,52.66461767,4894,69.29554956,0,-6.526837899,57.81
,,,,,SBC Exports Ltd,SBC Exports Ltd,,SBC,SBC,,32.87896359,,49.65,52.53963,85,28.86792857,0,,192.81
,,,,,Nova Iron and Steel Ltd,Nova Iron and Steel Ltd,,NOVIS,NOVIS,1.78476884,55.74327818,0.887007856,14.53,52.51067606,156402,-1.005373848,0,0,55.24
,,,,,Royale Manor Hotels and Industries Ltd,Royale Manor Hotels and Industries Ltd,,RAYALEMA,RAYALEMA,22.29997177,40.01589506,0.734658282,31,52.48982,13307,187.4636429,1.653653985,0,9.9
,,,,,Future Market Networks Ltd,Future Market Networks Ltd,Real Estate,FMNL,FMNL,-21.43419554,-54.13125473,2.095990879,9.1,52.36538671,19377,-1.695221324,70.11979154,0,76.24
,,,,,Barak Valley Cements Ltd,Barak Valley Cements Ltd,Cement,BVCL,BVCL,2.607423001,7.859942438,1.301143099,23.6,52.2976,6313,22.25429787,0,-0.069453971,148
,,,,,Super Tannery Ltd,Super Tannery Ltd,,SUPTANERY,SUPTANERY,2.481196149,23.54309721,1.300977549,4.84,52.25910624,7962,10.97880383,29.86700238,0,192.35
,,,,,Ajooni Biotech Ltd,Ajooni Biotech Ltd,Pharmaceuticals,AJOONI,AJOONI,,65.59850921,1.325299358,52.15,52.17911013,3526,141.024622,0,-0.799605828,51.06
,,,,,Duroply Industries Ltd,Duroply Industries Ltd,,DUROPLY,DUROPLY,-0.511687975,-1.008143996,0.860776671,82.75,51.97376068,6715,-21.12754499,5.659845262,0,191.38
,,,,,Hindoostan Mills Ltd,Hindoostan Mills Ltd,,HINDMILL,HINDMILL,-3.642537059,26.7326362,0.44114414,311.5,51.8506702,6338,3.023362694,0,0,91.63
,,,,,Tamilnadu Telecommunication Ltd,Tamilnadu Telecommunication Ltd,Telecom Equipments,TNTELE,TNTELE,31.71848191,78.92344581,-0.557222256,11.3,51.608682,20055,-5.218269161,0,0,0.07
,,,,,ICICI Prudential Sensex 30 ETF,ICICI Prudential Sensex 30 ETF,Equity,ICICISENSX,ICICISENSX,17.24949963,3.272010382,0.907650344,647.05,51.48842141,,,,,
,,,,,Ambani Organics Ltd,Ambani Organics Ltd,Diversified Chemicals,AMBANIORG,AMBANIORG,,,,101.15,51.37063579,163,31.32355841,0,0,87.42
,,,,,BEW Engineering Ltd,BEW Engineering Ltd,Industrial Machinery,BEWLTD,BEWLTD,,,,197.6,50.99397992,227,17.83006291,0,,59.54
,,,,,Joonktollee Tea & Industries Ltd,Joonktollee Tea & Industries Ltd,,JOONKTOLL,JOONKTOLL,-2.736920628,-5.050685272,0.85655417,122.95,50.9283613,3036,-5.332812701,0,0,107.49
,,,,,Medinova Diagnostic Services Ltd,Medinova Diagnostic Services Ltd,,MEDINOV,MEDINOV,5.784463866,65.57474541,0.533307205,51,50.906364,9582,25.2011703,0,0,12.88
,,,,,AMD Industries Ltd,AMD Industries Ltd,Packaging,AMDIND,AMDIND,-1.74983113,18.17571775,1.016271801,26.55,50.8877186,9659,16.36261048,0,0,125.65
,,,,,Saboo Sodium Chloro Ltd,Saboo Sodium Chloro Ltd,,SABOOSOD,SABOOSOD,15.76561524,43.81673068,1.947742014,21,50.78325,5170,-73.59891304,0,0.279780833,30.76
,,,,,Anik Industries Ltd,Anik Industries Ltd,Commodities Trading,ANIKINDS,ANIKINDS,-8.367637611,3.189511464,1.002129511,18.25,50.65011195,11991,11.23062349,0,-6.594346382,150.63
,,,,,DJ Mediaprint & Logistics Ltd,DJ Mediaprint & Logistics Ltd,,DJML,DJML,,,,119.9,50.5249008,118,39.47257875,0,0,24.82
,,,,,Bhagwati Autocast Ltd,Bhagwati Autocast Ltd,,BGWTATO,BGWTATO,19.45807967,28.40348938,0.058958854,175.15,50.45518026,2373,29.33440713,0,0.797588351,104.43
,,,,,Tara Chand Logistic Solutions Ltd,Tara Chand Logistic Solutions Ltd,Business Support Services,TARACHAND,TARACHAND,,18.77665206,0.419618857,36.95,50.4182011,468,19.6946098,0,0.205203672,112.51
,,,,,Ind Swift Ltd,Ind Swift Ltd,Pharmaceuticals,INDSWFTLTD,INDSWFTLTD,13.67301358,25.93999034,1.271433719,9.3,50.37312729,11869,-1.689239681,40.80912509,0,365.33
,,,,,Alfred Herbert (India) Ltd,Alfred Herbert (India) Ltd,,ALFREDHE,ALFREDHE,6.21258079,1.281700094,0.71473663,652.6,50.34345654,2301,-239.7307454,0,0.000259259,8.1
,,,,,Tasty Dairy Specialities Ltd,Tasty Dairy Specialities Ltd,,TDSL,TDSL,,-24.31648526,0.754092662,24.55,50.15565,1871,-3.626583514,0,0,329.98
,,,,,Mishka Exim Ltd,Mishka Exim Ltd,,MISHKA,MISHKA,5.146093543,,-0.237742348,34.7,50.1415,278,192.8519231,0,-0.390228374,3.25
,,,,,Godha Cabcon & Insulation Ltd,Godha Cabcon & Insulation Ltd,Cables,GODHA,GODHA,,34.71644616,0.276227841,45,49.968,362,-131.4947368,0,0,33.01
,,,,,BLB Ltd,BLB Ltd,Investment Banking & Brokerage,BLBLIMITED,BLBLIMITED,18.46644525,29.42217499,0.673958143,9.45,49.95766881,4861,44.21032638,0,1.513031488,537.47
,,,,,Ai Champdany Industries Ltd,Ai Champdany Industries Ltd,,AICHAMP,AICHAMP,-8.754786775,9.861997075,1.044855315,16.16,49.6981909,3308,-2.849666909,0,0,72.32
,,,,,Aarvee Denims and Exports Ltd,Aarvee Denims and Exports Ltd,Apparel & Accessories,AARVEEDEN,AARVEEDEN,-22.87383559,-6.232478678,1.307412046,21.15,49.617477,10499,-0.772857897,33.55746852,0,287.32
,,,,,Advitiya Trade India Ltd,Advitiya Trade India Ltd,,ADVITIYA,ADVITIYA,,,,50,49.56,58,330.4,0,0,55.16
,,,,,National Fittings Ltd,National Fittings Ltd,,NATFIT,NATFIT,-25.81250768,-31.7565735,1.102976768,54.35,49.36709417,5054,30.10188669,0,0,52.36
,,,,,Amrapali Industries Ltd,Amrapali Industries Ltd,,AMRAPLIN,AMRAPLIN,19.08610849,45.02350093,0.521634804,9.58,49.25132031,5815,20.52138346,0,-0.751335854,21331.3
,,,,,Godavari Drugs Ltd,Godavari Drugs Ltd,,GODAVARI,GODAVARI,7.314509903,35.08391381,1.095578064,65.4,49.24947,4567,11.95375485,8.141916207,0.270606201,123.08
,,,,,Cian Healthcare Ltd,Cian Healthcare Ltd,,CHCL,CHCL,,2.88639352,,21,49.0576044,361,817.62674,7.191545619,0,74.01
,,,,,Aryaman Capital Markets Ltd,Aryaman Capital Markets Ltd,,ARYACAPM,ARYACAPM,18.39905815,,,40.95,49.0462245,41,188.639325,0,0,135.1
,,,,,Kesar Terminals & Infrastructure Ltd,Kesar Terminals & Infrastructure Ltd,,KTIL,KTIL,-29.4080132,-13.67585214,1.445891034,44.85,49.00524038,6369,-2.08621713,0,0.377981005,45.56
,,,,,Twentyfirst Century Management Services Ltd,Twentyfirst Century Management Services Ltd,Investment Banking & Brokerage,21STCENMGM,21STCENMGM,,17.11258391,1.143707875,46.45,48.7725,5616,9.7545,0,3.453685714,7.33
,,,,,Auto Pins (India) Ltd,Auto Pins (India) Ltd,,AUTOPINS,AUTOPINS,,,,85.3,48.68123886,1177,53.49586688,0,0.123636295,28.53
,,,,,Vippy Spin Pro Ltd,Vippy Spin Pro Ltd,,VIPPYSP,VIPPYSP,24.15655172,25.69908192,0.499453467,82.9,48.6623,8082,12.2884596,0,0.643424191,87.95
,,,,,Madhav Marbles and Granites Ltd,Madhav Marbles and Granites Ltd,Building Products - Granite,MADHAV,MADHAV,-0.255851307,4.462640368,1.348549032,54.3,48.58221,8950,11.24588194,0,0.159315972,66.4
,,,,,Sal Automotive Ltd,Sal Automotive Ltd,,SALAUTO,SALAUTO,51.63926223,-17.54817711,1.475398528,202.05,48.44579117,1518,57.67356091,0,0,95.95
,,,,,Vardhman Polytex Ltd,Vardhman Polytex Ltd,Textiles,VARDMNPOLY,VARDMNPOLY,-13.08467963,57.38853361,1.178915936,21.7,48.37137669,16786,-0.8531107,49.03872902,0,512.58
,,,,,Dhruv Consultancy Services Ltd,Dhruv Consultancy Services Ltd,,DHRUV,DHRUV,,10.79771779,2.231808174,33.75,48.249,662,18.27613636,0,-0.055959709,60.35
,,,,,Shalimar Productions Ltd,Shalimar Productions Ltd,,SHALPRO,SHALPRO,0,-0.347260617,-0.037218173,0.49,48.23208734,17199,689.0298191,0,0,4.47
,,,,,Vasundhara Rasayans Ltd,Vasundhara Rasayans Ltd,,VRL,VRL,34.14508187,29.48077476,1.291179545,151.6,48.181512,4510,16.38826939,0,0,23.67
,,,,,Fervent Synergies Ltd,Fervent Synergies Ltd,,FERVENTSYN,FERVENTSYN,-6.549694073,11.56632449,0.422028436,16,48,2670,300,0,1.083333333,2.21
,,,,,Sanwaria Consumer Ltd,Sanwaria Consumer Ltd,FMCG - Foods,SANWARIA,SANWARIA,-26.59549684,-72.67670977,1.973052863,0.65,47.8465,100696,-6.254444444,0,-22.63175819,2.24
,,,,,India Steel Works Ltd,India Steel Works Ltd,,ISWL,ISWL,-15.58791202,2.833754195,1.752557554,1.2,47.769711,18187,-2.410177144,11.42672184,0,176.26
,,,,,National Plastic Technologies Ltd,National Plastic Technologies Ltd,,NATPLASTI,NATPLASTI,11.8213325,36.16401504,0.389640333,78.5,47.7148905,2085,37.2772582,0,0.603126188,90.49
,,,,,Supreme Infrastructure India Ltd,Supreme Infrastructure India Ltd,Construction & Engineering,SUPREMEINF,SUPREMEINF,-27.73887512,3.072849916,1.578609297,18.55,47.67048006,8421,-0.0586562,29.03882394,0,514.38
,,,,,WAA Solar Ltd,WAA Solar Ltd,,WAA,WAA,,26.25075138,,35.9,47.62768276,327,11.73095634,51.00000271,-0.036180639,45.44
,,,,,Creative Castings Ltd,Creative Castings Ltd,,CREATIVE,CREATIVE,57.69098357,2.169599508,0.339585827,365.65,47.5345,591,16.7375,0,0,31.23
,,,,,Sky Industries Ltd,Sky Industries Ltd,,SKYIND,SKYIND,26.92518969,33.62930355,0.700122914,70,47.521215,2184,58.66816667,2.408398018,4.548954745,53.83
,,,,,Shah Alloys Ltd,Shah Alloys Ltd,Iron & Steel,SHAHALLOYS,SHAHALLOYS,15.95743762,18.5160329,1.390105049,23.9,47.3161206,7563,-0.847959151,53.49336332,0,542.82
,,,,,Diamond Power Infrastructure Ltd,Diamond Power Infrastructure Ltd,Electrical Components & Equipments,DIAPOWER,DIAPOWER,-45.48616608,44.37535666,2.728136911,1.75,47.19936883,24288,-0.058649513,11.40881856,0,1256.39
,,,,,Rasandik Engineering Industries India Ltd,Rasandik Engineering Industries India Ltd,,RASANDIK,RASANDIK,7.384354068,-17.02786664,1.198836104,78.75,47.053125,3677,-8.154787695,0.135481172,3.400669456,139.28
,,,,,Ansal Buildwell Ltd,Ansal Buildwell Ltd,,ANSALBU,ANSALBU,-1.585731603,16.54236635,0.979153104,63.7,47.03507991,7626,6.690623031,0,0,75.18
,,,,,Insilco Ltd,Insilco Ltd,,INSILCO,INSILCO,-19.63982792,-32.65516764,1.100635234,7.49,46.973535,38109,-0.813958326,0,0,4.71
,,,,,VAMA Industries Ltd,VAMA Industries Ltd,,VAMA,VAMA,-27.15995492,15.11777846,1.065410638,8.94,46.97076,2611,22.58209615,12.88266083,0,26.65
,,,,,K&R Rail Engineering Ltd,K&R Rail Engineering Ltd,,KRRAIL,KRRAIL,27.01321002,,,29.75,46.94581238,15991,11.07212556,0,0,129.94
,,,,,GCM Securities Ltd,GCM Securities Ltd,,GCMSECU,GCMSECU,-32.1757722,,,2.46,46.73016,525,25.67591209,0,,2.71
,,,,,Marshall Machines Ltd,Marshall Machines Ltd,Industrial Machinery,MARSHALL,MARSHALL,,-0.546198925,,32.1,46.7055,402,86.49166667,0,,67.25
,,,,,Vegetable Products Ltd,Vegetable Products Ltd,,VEGETABLE,VEGETABLE,1.270558916,5.312310425,-0.059905426,4.25,46.41,2075,-309.4,0,0,0.43
,,,,,Mehai Technology Ltd,Mehai Technology Ltd,,MEHAI,MEHAI,,3.2238924,0.395096584,43.25,46.32075,902,514.675,0,0,5.12
,,,,,Nitin Castings Ltd,Nitin Castings Ltd,,NITINCAST,NITINCAST,25.85762435,21.59261195,0.340536905,90,46.27197,647,14.19385583,0,0,63.47
,,,,,International Combustion (India) Ltd,International Combustion (India) Ltd,,INTLCOMBQ,INTLCOMBQ,-12.37737997,-12.07229647,1.555622648,193.15,46.16818094,5592,-8.964695328,0,0,110.96
,,,,,Bhandari Hosiery Exports Ltd,Bhandari Hosiery Exports Ltd,Apparel & Accessories,BHANDARI,BHANDARI,,26.76770076,1.67518536,3.15,46.15598925,20956,27.63831692,0,0,226.07
,,,,,Servotech Power Systems Ltd,Servotech Power Systems Ltd,Electrical Components & Equipments,SERVOTECH,SERVOTECH,,,0.457819956,25.2,46.14228108,350,50.15465335,8.009943404,0,88.9
,,,,,Zenith Exports Ltd,Zenith Exports Ltd,Textiles,ZENITHEXPO,ZENITHEXPO,11.32667088,58.5207132,1.921409614,85.5,46.1379375,2100,-35.76584302,0,0,54.67
,,,,,Innovassynth Investments Ltd,Innovassynth Investments Ltd,,INOVSYNTH,INOVSYNTH,13.78862578,50.60693883,1.061172157,19,46.1282665,28921,-87.03446509,0,0,0
,,,,,Knowledge Marine & Engineering Works Ltd,Knowledge Marine & Engineering Works Ltd,,KMEW,KMEW,,,,45,46.062,465,6.685341074,0,,33.41
,,,,,KKV Agro Powers Limited,KKV Agro Powers Limited,Renewable Energy,KKVAPOW,KKVAPOW,31.31022299,,,1015,46.03025,129,100.0657609,0,0,319.66
,,,,,Lotus Chocolate Co Ltd,Lotus Chocolate Co Ltd,,LOTUSCHO,LOTUSCHO,-3.710399916,0.555027932,1.807677357,35.8,45.97095542,9897,26.72729966,0,0,47.93
,,,,,Global Education Ltd,Global Education Ltd,Education Services,GLOBAL,GLOBAL,,49.4634317,0.980865078,45.15,45.9640545,1903,14.59176333,0,0.583136057,27.54
,,,,,Texel Industries Ltd,Texel Industries Ltd,,TEXELIN,TEXELIN,,,,55.05,45.9409811,5167,21.56853573,20.00001532,6.472910465,83.07
,,,,,Parvati Sweetners and Power Ltd,Parvati Sweetners and Power Ltd,,PARVATI,PARVATI,,28.01835875,0.674110821,5.08,45.81143086,4857,37.24506574,0,-14.0739364,58.82
,,,,,Remedium Lifecare Ltd,Remedium Lifecare Ltd,,REMLIFE,REMLIFE,,,,127.15,45.774,845,97.39148936,0,-35.13291667,90.03
,,,,,Shreeji Translogistics Ltd,Shreeji Translogistics Ltd,,STL,STL,,,0.807938003,43.5,45.59898375,89,-44.70488603,0,0,110.14
,,,,,SS Organics Ltd,SS Organics Ltd,,SSORGS,SSORGS,,,,32.1,45.586173,8762,15.50550102,0,0,54.31
,,,,,Megastar Foods Ltd,Megastar Foods Ltd,,MEGASTAR,MEGASTAR,,,-0.064221247,46,45.55702,125,10.87279714,0,0,166.36
,,,,,Lactose India Ltd,Lactose India Ltd,,LACTOSE,LACTOSE,-12.63544607,4.156641173,0.715258866,39.8,45.51926,15988,-18.28082731,23.16462359,6.230356432,35.27
,,,,,Network People Services Technologies Ltd,Network People Services Technologies Ltd,Software Services,NPST,NPST,,,,70.4,45.49248,521,42.91743396,0,-29.45125348,15.38
,,,,,AAA Technologies Ltd,AAA Technologies Ltd,IT Services & Consulting,AAATECH,AAATECH,,,,53,45.32136,254,39.75557895,0,0,11.13
,,,,,GKB Ophthalmics Ltd,GKB Ophthalmics Ltd,,GKB,GKB,-7.578868685,7.485005903,0.856210672,89.75,45.2392055,1545,-50.26578389,0,9.710965802,59.54
,,,,,Bang Overseas Ltd,Bang Overseas Ltd,Apparel & Accessories,BANG,BANG,8.28531494,-8.67612872,1.379537198,33.35,45.2226,4966,32.07276596,0,0,62.43
,,,,,Manjeera Constructions Ltd,Manjeera Constructions Ltd,,MANJEERA,MANJEERA,-2.13404788,,-0.677789211,36,45.0303048,683,-0.887121844,1.598923221,0,65.39
,,,,,Deccan Health Care Ltd,Deccan Health Care Ltd,,DECCAN,DECCAN,,-40.4445166,,28.65,45.01897695,877,118.470992,0,-0.236740164,33.83
,,,,,Advait Infratech Ltd,Advait Infratech Ltd,,ADVAIT,ADVAIT,,,,88.25,45.0075,195,9.455357143,0,0,68.15
,,,,,Sanginita Chemicals Ltd,Sanginita Chemicals Ltd,Commodity Chemicals,SANGINITA,SANGINITA,,2.175805654,0.730744201,26,44.89602,5668,58.30651948,0,0,165.02
,,,,,Yash Chemex Ltd,Yash Chemex Ltd,,YASHCHEM,YASHCHEM,34.25261171,-22.03187851,0.666692417,43.7,44.76376725,1291,23.5598775,0,0.222064397,57.83
,,,,,Leading Leasing Finance and Investment Company Ltd,Leading Leasing Finance and Investment Company Ltd,,LLFICL,LLFICL,,53.42108858,0.672933046,83.9,44.76065,1121,45.21277778,0,0,11.97
,,,,,Sel Manufacturing Company Ltd,Sel Manufacturing Company Ltd,Textiles,SELMCL,SELMCL,-15.3173549,2.708347577,1.864401378,1.35,44.731845,16753,0.017840928,27.19847001,56.71647972,2948.24
,,,,,Tanvi Foods (India) Ltd,Tanvi Foods (India) Ltd,,TANVI,TANVI,,,,83.25,44.70494666,157,38.20935612,8.772586889,0,61.46
,,,,,Rathi Bars Ltd,Rathi Bars Ltd,,RATHIBAR,RATHIBAR,26.93338088,27.73442421,0.860420185,27.35,44.6635264,6966,19.33485991,0,0,324.11
,,,,,Nitiraj Engineers Ltd,Nitiraj Engineers Ltd,Electronic Equipments,NITIRAJ,NITIRAJ,,,0.226142329,43.55,44.643105,845,12.23098767,0,,54.03
,,,,,Celebrity Fashions Ltd,Celebrity Fashions Ltd,Apparel & Accessories,CELEBRITY,CELEBRITY,-4.157745378,9.596294431,1.328477357,9.3,44.42424465,13796,-7.975627406,27.42000006,0,233.65
,,,,,Gian Life Care Ltd,Gian Life Care Ltd,,GIANLIFE,GIANLIFE,,,,94.2,44.28053748,61,21.92105816,0,0,10.75
,,,,,Best Eastern Hotels Ltd,Best Eastern Hotels Ltd,,BESTEAST,BESTEAST,-15.23908985,-51.31208564,0.7409459,26.25,44.23125,817,-77.59868421,0,0,2.34
,,,,,Upsurge Investment and Finance Ltd,Upsurge Investment and Finance Ltd,,UPSURGE,UPSURGE,-1.538691945,6.306650685,1.415500113,29.15,44.169246,2997,4.864454405,0,0,28.29
,,,,,Kotak Nifty PSU Bank ETF,Kotak Nifty PSU Bank ETF,Equity,KOTAKPSUBK,KOTAKPSUBK,-6.332770691,-22.78517388,1.5381031,234.99,44.1170931,,,,,
,,,,,NRB Industrial Bearings Ltd,NRB Industrial Bearings Ltd,Industrial Machinery,NIBL,NIBL,-16.24164563,3.612320608,1.202746644,18.2,44.099783,8012,11.08034749,0,0.231363996,70.64
,,,,,Asit C Mehta Financial Services Ltd,Asit C Mehta Financial Services Ltd,,ASITCFIN,ASITCFIN,43.1033403,,-0.038729293,89,44.077784,879,-1101.9446,0,0,39.1
,,,,,Manomay Tex India Ltd,Manomay Tex India Ltd,,MANOMAY,MANOMAY,,15.07364106,0.169883838,30,44.05005,285,16.0182,0,0.790010454,321.3
,,,,,Maris Spinners Ltd,Maris Spinners Ltd,,MARIS,MARIS,16.82897342,39.72131654,0.813867547,55.5,43.982418,1087,6.515913778,0,2.249045093,108.64
,,,,,California Software Company Ltd,California Software Company Ltd,IT Services & Consulting,CALSOFT,CALSOFT,28.09307883,7.19597676,1.13615065,28.45,43.97546657,8527,-191.1976807,0,2.523111377,0.9
,,,,,Vaxtex Cotfab Ltd,Vaxtex Cotfab Ltd,Textiles,VCL,VCL,,,,73,43.97155,64,258.6561765,0,0,26.21
,,,,,KIFS Financial Services Ltd,KIFS Financial Services Ltd,,KIFS,KIFS,11.98128259,-8.793576491,0.488353422,40.5,43.8129,716,11.59071429,0,0,21.04
,,,,,Ruttonsha International Rectifier Ltd,Ruttonsha International Rectifier Ltd,,RIR,RIR,10.91566652,17.78448037,0.565279154,62.95,43.7958258,3570,32.68345209,0,0,30.75
,,,,,Som Datt Finance Corporation Ltd,Som Datt Finance Corporation Ltd,,SODFC,SODFC,64.43584921,141.8919714,-0.106924683,43.4,43.4345898,6908,9.80464781,0,0,5.37
,,,,,Agri-Tech (India) Ltd,Agri-Tech (India) Ltd,Agro Products,AGRITECH,AGRITECH,21.36937218,4.864498097,1.617508261,72.95,43.3323,24647,-14.54104027,0,0,1.13
,,,,,ITL Industries Ltd,ITL Industries Ltd,,ITL,ITL,22.2845571,-0.251320735,1.03402257,131.25,43.2770625,3998,8.725214214,0,0,89.59
,,,,,Kemistar Corporation Ltd,Kemistar Corporation Ltd,,KEMISTAR,KEMISTAR,24.30763523,10.49959929,,40.1,43.14522608,1607,98.057332,0,0,14.1
,,,,,Sonal Mercantile Ltd,Sonal Mercantile Ltd,,SONAL,SONAL,28.14605134,52.09553649,1.241347574,29.2,43.036493,589,3.043599222,0,0,18.51
,,,,,Banaras Beads Ltd,Banaras Beads Ltd,Apparel & Accessories,BANARBEADS,BANARBEADS,8.776501872,17.09195954,0.21645462,64.8,43.00271856,5935,17.99276927,0,0,21.95
,,,,,TCFC Finance Ltd,TCFC Finance Ltd,,TCFCFINQ,TCFCFINQ,3.487277582,6.899429507,0.767752025,40.95,42.92431825,19044,4.494693011,0,0.477278996,12.14
,,,,,Anjani Synthetics Ltd,Anjani Synthetics Ltd,,ANJANI,ANJANI,3.592767203,31.25005276,0.245118681,29.05,42.84875,1895,14.72465636,0,0.342345763,269.04
,,,,,Universal Starch Chem Allied Ltd,Universal Starch Chem Allied Ltd,,UNIVSTAR,UNIVSTAR,22.5504079,11.98158014,0.77174114,102,42.84,1704,6.735849057,0,0,297.4
,,,,,Ashok Alco-Chem Ltd,Ashok Alco-Chem Ltd,,ASHOKALC,ASHOKALC,-6.484930434,3.165348493,1.14630885,92.65,42.6221779,4199,12.42629093,0,0,27
,,,,,Shree Tirupati Balajee FIBC Ltd,Shree Tirupati Balajee FIBC Ltd,Commodity Chemicals,TIRUPATI,TIRUPATI,,,1.353932398,42,42.546168,127,8.919532075,0,1.895352832,117.21
,,,,,Energy Development Company Ltd,Energy Development Company Ltd,Renewable Energy,ENERGYDEV,ENERGYDEV,-46.86702216,6.757301722,1.087964594,8.95,42.5125,14871,-8.87526096,0,0,33.51
,,,,,DIGJAM Ltd,DIGJAM Ltd,Textiles,DIGJAMLTD,DIGJAMLTD,-14.23203819,-12.93690904,1.559643868,4.85,42.5061857,64867,4.754606902,4.107871305,0,30.18
,,,,,SVC Industries Ltd,SVC Industries Ltd,,SVCIND,SVCIND,27.88863474,77.18934235,-0.85390788,2.6,42.40479152,81630,-8.761320562,1.280232683,5.217393933,0.64
,,,,,Universal Autofoundry Ltd,Universal Autofoundry Ltd,,UNIAUTO,UNIAUTO,7.734985812,,0.199660384,52.25,42.37475,179,20.67060976,0,0,128.24
,,,,,KPT Industries Ltd,KPT Industries Ltd,,KPT,KPT,31.22116061,28.70016411,0.911022377,124.5,42.33,3517,19.59722222,0,0,102.5
,,,,,Zodiac Energy Ltd,Zodiac Energy Ltd,Renewable Energy Equipment & Services,ZODIAC,ZODIAC,,51.70889053,1.208475487,28.9,42.2906416,456,9.418851136,0,0,100.66
,,,,,Shri Krishna Devcon Ltd,Shri Krishna Devcon Ltd,,SHRIKRISH,SHRIKRISH,3.071940151,,-0.463717849,15.1,42.28,2248,11.94350282,0,0,20.49
,,,,,Bansal Roofing Products Ltd,Bansal Roofing Products Ltd,,BRPL,BRPL,0.241202361,,-0.653280786,31.95,42.120324,153,18.88803767,0,0.303416469,41.73
,,,,,Adeshwar Meditex Ltd,Adeshwar Meditex Ltd,,ADESHWAR,ADESHWAR,,,,29,41.8511354,415,25.21152735,0,,66.24
,,,,,Simran Farms Ltd,Simran Farms Ltd,,SIMRAN,SIMRAN,18.3376304,41.29294135,1.826593077,110,41.7087,3643,3.315476948,0,0,322.45
,,,,,Titan Securities Ltd,Titan Securities Ltd,,TITANSEC,TITANSEC,48.96274825,61.72589234,0.930969887,16.65,41.651973,5971,4.063607122,0,0,47.86
,,,,,W H Brady & Co Ltd,W H Brady & Co Ltd,,WHBRADY,WHBRADY,2.80621855,12.74102334,1.14498481,162.5,41.4375,1091,9.636627907,0,0,53.58
,,,,,Elegant Marbles and Grani Industries Ltd,Elegant Marbles and Grani Industries Ltd,,ELEMARB,ELEMARB,1.431130934,-19.55590684,0.303645488,113,41.358,1026,-53.71168831,0,0,11.74
,,,,,Pioneer Investcorp Ltd,Pioneer Investcorp Ltd,,PIONRINV,PIONRINV,9.055268825,16.57429896,0.267850313,33.55,41.25612634,3951,46.35519813,33.58567861,2.790685268,31.13
-4.6,-12.07,6.35,-4.47,5.54,M K Proteins Ltd,M K Proteins Ltd,FMCG - Household Products,MKPL,MKPL,,,,98.55,41.103234,34,3.956037921,0,0,311.15
,,,,,ATV Projects India Ltd,ATV Projects India Ltd,,ATVPR,ATVPR,3.166830719,4.810929599,1.418499151,7.69,40.84729983,126050,5.902788992,0,0,38.51
,,,,,Kridhan Infra Ltd,Kridhan Infra Ltd,Iron & Steel,KRIDHANINF,KRIDHANINF,-42.00652243,-67.22777262,1.993117975,4.3,40.75505815,28242,-4.988379211,0,0,29.01
,,,,,HG Industries Ltd,HG Industries Ltd,,HGIND,HGIND,59.4654486,,,87.65,40.61322352,1147,-4061.322352,0,0,0.64
